,identifier,species_id,sprite_location,height,weight,base_experience,order,is_default,identifier_species,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
284,masquerain,284,,8,36,159,363,1,masquerain,3,283,141,2,13,9,4,75,70,0,15,0,2,0,310,70,60,62,100,82,80,0,0,0,1,1,0
285,shroomish,285,,4,45,59,364,1,shroomish,3,,142,3,7,2,4,255,70,0,15,0,6,0,311,60,40,60,40,60,35,1,0,0,0,0,0
286,breloom,286,,12,392,161,365,1,breloom,3,285,142,5,6,2,4,90,70,0,15,0,6,0,312,60,130,80,60,60,70,0,2,0,0,0,0
287,slakoth,287,,8,240,56,366,1,slakoth,3,,143,3,8,2,4,255,70,0,15,0,1,0,313,60,60,60,35,35,30,1,0,0,0,0,0
288,vigoroth,288,,14,465,154,367,1,vigoroth,3,287,143,9,6,2,4,120,70,0,15,0,1,0,314,80,80,80,55,55,90,0,0,0,0,0,2
289,slaking,289,,20,1305,252,368,1,slaking,3,288,143,3,12,2,4,45,70,0,15,0,1,0,315,150,160,100,95,65,100,3,0,0,0,0,0
290,nincada,290,,5,55,53,369,1,nincada,3,,144,4,14,2,4,255,70,0,15,0,5,0,316,31,45,90,30,30,40,0,0,1,0,0,0
291,ninjask,291,,8,120,160,370,1,ninjask,3,290,144,10,13,2,4,120,70,0,15,0,5,0,317,61,90,45,50,50,160,0,0,0,0,0,2
292,shedinja,292,,8,12,83,371,1,shedinja,3,290,144,3,5,2,-1,45,70,0,15,0,5,0,318,1,90,45,30,30,40,2,0,0,0,0,0
293,whismur,293,,6,163,48,372,1,whismur,3,,145,6,6,1,4,190,70,0,20,0,4,0,319,64,51,23,51,23,28,1,0,0,0,0,0
294,loudred,294,,10,405,126,373,1,loudred,3,293,145,2,6,1,4,120,70,0,20,0,4,0,320,84,71,43,71,43,48,2,0,0,0,0,0
295,exploud,295,,15,840,221,374,1,exploud,3,294,145,2,6,1,4,45,70,0,20,0,4,0,321,104,91,63,91,73,68,3,0,0,0,0,0
296,makuhita,296,,10,864,47,375,1,makuhita,3,,146,10,12,4,2,180,70,0,20,0,6,0,322,72,60,30,20,30,25,1,0,0,0,0,0
297,hariyama,297,,23,2538,166,376,1,hariyama,3,296,146,3,12,4,2,200,70,0,20,0,6,0,323,144,120,60,40,60,50,2,0,0,0,0,0
299,nosepass,299,,10,970,75,377,1,nosepass,3,,147,4,12,1,4,255,70,0,20,0,2,0,324,30,45,135,45,90,30,0,0,1,0,0,0
300,skitty,300,,6,110,52,379,1,skitty,3,,148,6,8,2,6,255,70,0,15,0,3,0,326,50,45,45,35,35,50,0,0,0,0,0,1
301,delcatty,301,,11,326,140,380,1,delcatty,3,300,148,7,8,2,6,60,70,0,15,0,3,0,327,70,65,65,55,55,90,1,0,0,0,0,1
302,sableye,302,,5,110,133,381,1,sableye,3,,149,7,12,1,4,45,35,0,25,0,4,1,328,50,75,75,65,65,50,0,1,1,0,0,0
10066,sableye-mega,302,,5,1610,168,382,0,sableye,3,,149,7,12,1,4,45,35,0,25,0,4,1,328,50,85,125,85,115,20,0,1,1,0,0,0
303,mawile,303,,6,115,133,383,1,mawile,3,,150,1,12,1,4,45,70,0,20,0,3,1,329,50,85,85,55,55,50,0,1,1,0,0,0
10052,mawile-mega,303,,10,235,168,384,0,mawile,3,,150,1,12,1,4,45,70,0,20,0,3,1,329,50,105,125,55,95,50,0,1,1,0,0,0
304,aron,304,,4,600,66,385,1,aron,3,,151,4,8,4,4,180,35,0,35,0,1,0,330,50,70,100,40,40,30,0,0,1,0,0,0
305,lairon,305,,9,1200,151,386,1,lairon,3,304,151,4,8,4,4,90,35,0,35,0,1,0,331,60,90,140,50,50,40,0,0,2,0,0,0
306,aggron,306,,21,3600,239,387,1,aggron,3,305,151,4,6,4,4,45,35,0,35,0,1,1,332,70,110,180,60,60,50,0,0,3,0,0,0
10053,aggron-mega,306,,22,3950,284,388,0,aggron,3,305,151,4,6,4,4,45,35,0,35,0,1,1,332,70,140,230,60,80,50,0,0,3,0,0,0
307,meditite,307,,6,112,56,389,1,meditite,3,,152,2,12,4,4,180,70,0,20,1,2,0,333,30,40,55,40,55,60,0,0,0,0,0,1
308,medicham,308,,13,315,144,390,1,medicham,3,307,152,8,12,4,4,90,70,0,20,1,2,1,334,60,60,75,60,75,80,0,0,0,0,0,2
10054,medicham-mega,308,,13,315,179,391,0,medicham,3,307,152,8,12,4,4,90,70,0,20,1,2,1,334,60,100,85,80,85,100,0,0,0,0,0,2
309,electrike,309,,6,152,59,392,1,electrike,3,,153,5,8,3,4,120,70,0,20,0,1,0,335,40,45,40,65,40,65,0,0,0,0,0,1
310,manectric,310,,15,402,166,393,1,manectric,3,309,153,10,8,3,4,45,70,0,20,0,1,1,336,70,75,60,105,60,105,0,0,0,0,0,2
10055,manectric-mega,310,,18,440,201,394,0,manectric,3,309,153,10,8,3,4,45,70,0,20,0,1,1,336,70,75,80,135,80,135,0,0,0,0,0,2
311,plusle,311,,4,42,142,395,1,plusle,3,,154,10,6,3,4,200,70,0,20,0,2,0,337,60,50,40,85,75,95,0,0,0,0,0,1
312,minun,312,,4,42,142,396,1,minun,3,,155,10,6,3,4,200,70,0,20,0,2,0,338,60,40,50,75,85,95,0,0,0,0,0,1
313,volbeat,313,,7,177,151,397,1,volbeat,3,,156,4,6,2,0,150,70,0,15,0,5,0,339,65,73,75,47,85,85,0,0,0,0,0,1
314,illumise,314,,6,177,151,398,1,illumise,3,,157,7,12,2,8,150,70,0,15,0,6,0,340,65,47,75,73,85,85,0,0,0,0,0,1
315,roselia,315,,3,20,140,400,1,roselia,3,406,158,5,12,3,4,150,70,0,20,1,4,0,342,50,60,45,100,80,65,0,0,0,2,0,0
316,gulpin,316,,4,103,60,402,1,gulpin,3,,159,5,4,3,4,225,70,0,20,1,6,0,344,70,43,53,43,53,40,1,0,0,0,0,0
317,swalot,317,,17,800,163,403,1,swalot,3,316,159,7,4,3,4,75,70,0,20,1,6,0,345,100,73,83,73,83,55,2,0,0,0,0,0
318,carvanha,318,,8,208,61,404,1,carvanha,3,,160,8,3,7,4,225,35,0,20,0,1,0,346,45,90,20,65,20,65,0,1,0,0,0,0
319,sharpedo,319,,18,888,161,405,1,sharpedo,3,318,160,2,3,7,4,60,35,0,20,0,1,1,347,70,120,40,95,40,95,0,2,0,0,0,0
10070,sharpedo-mega,319,,25,1303,196,406,0,sharpedo,3,318,160,2,3,7,4,60,35,0,20,0,1,1,347,70,140,70,110,65,105,0,2,0,0,0,0
320,wailmer,320,,20,1300,80,407,1,wailmer,3,,161,2,3,7,4,125,70,0,40,0,6,0,348,130,70,35,70,35,60,1,0,0,0,0,0
321,wailord,321,,145,3980,175,408,1,wailord,3,320,161,2,3,7,4,60,70,0,40,0,6,0,349,170,90,45,90,45,60,2,0,0,0,0,0
322,numel,322,,7,240,61,409,1,numel,3,,162,10,8,4,4,255,70,0,20,1,2,0,350,60,60,40,65,45,35,0,0,0,1,0,0
323,camerupt,323,,19,2200,161,410,1,camerupt,3,322,162,8,8,4,4,150,70,0,20,1,2,1,351,70,100,70,105,75,40,0,1,0,1,0,0
10087,camerupt-mega,323,,25,3205,196,411,0,camerupt,3,322,162,8,8,4,4,150,70,0,20,1,2,1,351,70,120,100,145,105,20,0,1,0,1,0,0
324,torkoal,324,,5,804,165,412,1,torkoal,3,,163,3,8,4,4,90,70,0,20,0,2,0,352,70,85,140,85,70,20,0,0,2,0,0,0
325,spoink,325,,7,306,66,413,1,spoink,3,,164,1,4,4,4,255,70,0,20,0,3,0,353,60,25,35,70,80,60,0,0,0,0,1,0
326,grumpig,326,,9,715,165,414,1,grumpig,3,325,164,7,6,4,4,60,70,0,20,0,3,0,354,80,45,65,90,110,80,0,0,0,0,2,0
327,spinda,327,,11,50,126,415,1,spinda,3,,165,3,6,4,4,255,70,0,15,0,3,0,355,60,60,60,60,60,60,0,0,0,1,0,0
328,trapinch,328,,7,150,58,416,1,trapinch,3,,166,3,14,6,4,255,70,0,20,0,4,0,356,45,100,45,45,45,10,0,1,0,0,0,0
329,vibrava,329,,11,153,119,417,1,vibrava,3,328,166,5,13,6,4,120,70,0,20,0,4,0,357,50,70,50,50,50,70,0,1,0,0,0,1
330,flygon,330,,20,820,234,418,1,flygon,3,329,166,5,9,6,4,45,70,0,20,0,4,0,358,80,100,80,80,80,100,0,1,0,0,0,2
331,cacnea,331,,4,513,67,419,1,cacnea,3,,167,5,12,6,4,190,35,0,20,0,4,0,359,50,85,40,85,40,35,0,0,0,1,0,0
332,cacturne,332,,13,774,166,420,1,cacturne,3,331,167,5,12,6,4,60,35,0,20,1,4,0,360,70,115,60,115,60,55,0,1,0,1,0,0
333,swablu,333,,4,12,62,421,1,swablu,3,,168,2,9,2,4,255,70,0,20,0,5,0,361,45,40,60,40,75,50,0,0,0,0,1,0
334,altaria,334,,11,206,172,422,1,altaria,3,333,168,2,9,2,4,45,70,0,20,0,5,1,362,75,70,90,70,105,80,0,0,0,0,2,0
10067,altaria-mega,334,,15,206,207,423,0,altaria,3,333,168,2,9,2,4,45,70,0,20,0,5,1,362,75,110,110,110,105,80,0,0,0,0,2,0
335,zangoose,335,,13,403,160,424,1,zangoose,3,,169,9,6,3,4,90,70,0,20,0,5,0,363,73,115,60,60,60,90,0,2,0,0,0,0
336,seviper,336,,27,525,160,425,1,seviper,3,,170,1,2,3,4,90,70,0,20,0,6,0,364,73,100,60,100,60,65,0,1,0,1,0,0
337,lunatone,337,,10,1680,161,426,1,lunatone,3,,171,10,1,1,-1,45,70,0,25,0,3,0,365,90,55,65,95,85,70,0,0,0,2,0,0
338,solrock,338,,12,1540,161,427,1,solrock,3,,172,8,1,1,-1,45,70,0,25,0,3,0,366,90,95,85,55,65,70,0,2,0,0,0,0
339,barboach,339,,4,19,58,428,1,barboach,3,,173,4,3,9,4,190,70,0,20,0,2,0,367,50,48,43,46,41,60,1,0,0,0,0,0
340,whiscash,340,,9,236,164,429,1,whiscash,3,339,173,2,3,9,4,75,70,0,20,0,2,0,368,110,78,73,76,71,60,2,0,0,0,0,0
341,corphish,341,,6,115,62,430,1,corphish,3,,174,8,14,9,4,205,70,0,15,0,6,0,369,43,80,65,50,35,35,0,1,0,0,0,0
342,crawdaunt,342,,11,328,164,431,1,crawdaunt,3,341,174,8,14,9,4,155,70,0,15,0,6,0,370,63,120,85,90,55,55,0,2,0,0,0,0
343,baltoy,343,,5,215,60,432,1,baltoy,3,,175,3,4,6,-1,255,70,0,20,0,2,0,371,40,40,55,40,70,55,0,0,0,0,1,0
344,claydol,344,,15,1080,175,433,1,claydol,3,343,175,1,4,6,-1,90,70,0,20,0,2,0,372,60,70,105,70,120,75,0,0,0,0,2,0
345,lileep,345,,10,238,71,434,1,lileep,3,,176,7,5,7,1,45,70,0,30,0,5,0,373,66,41,77,61,87,23,0,0,0,0,1,0
346,cradily,346,,15,604,173,435,1,cradily,3,345,176,5,5,7,1,45,70,0,30,0,5,0,374,86,81,97,81,107,43,0,0,0,0,2,0
347,anorith,347,,7,125,71,436,1,anorith,3,,177,4,14,9,1,45,70,0,30,0,5,0,375,45,95,50,40,50,75,0,1,0,0,0,0
348,armaldo,348,,15,682,173,437,1,armaldo,3,347,177,4,6,9,1,45,70,0,30,0,5,0,376,75,125,100,70,80,45,0,2,0,0,0,0
349,feebas,349,,6,74,40,438,1,feebas,3,,178,3,3,9,4,255,70,0,20,0,5,0,377,20,15,20,10,55,80,0,0,0,0,0,1
350,milotic,350,,62,1620,189,439,1,milotic,3,349,178,6,2,9,4,60,70,0,20,1,5,0,378,95,60,79,100,125,81,0,0,0,0,2,0
351,castform,351,,3,8,147,440,1,castform,3,,179,4,1,3,4,45,70,0,25,0,2,1,379,70,70,70,70,70,70,1,0,0,0,0,0
10013,castform-sunny,351,,3,8,147,441,0,castform,3,,179,4,1,3,4,45,70,0,25,0,2,1,379,70,70,70,70,70,70,1,0,0,0,0,0
10014,castform-rainy,351,,3,8,147,442,0,castform,3,,179,4,1,3,4,45,70,0,25,0,2,1,379,70,70,70,70,70,70,1,0,0,0,0,0
10015,castform-snowy,351,,3,8,147,443,0,castform,3,,179,4,1,3,4,45,70,0,25,0,2,1,379,70,70,70,70,70,70,1,0,0,0,0,0
352,kecleon,352,,10,220,154,444,1,kecleon,3,,180,5,6,2,4,200,70,0,20,0,4,0,380,60,90,70,60,120,40,0,0,0,0,1,0
353,shuppet,353,,6,23,59,445,1,shuppet,3,,181,1,1,8,4,225,35,0,25,0,3,0,381,44,75,35,63,33,45,0,1,0,0,0,0
354,banette,354,,11,125,159,446,1,banette,3,353,181,1,6,8,4,45,35,0,25,0,3,1,382,64,115,65,83,63,65,0,2,0,0,0,0
10056,banette-mega,354,,12,130,194,447,0,banette,3,353,181,1,6,8,4,45,35,0,25,0,3,1,382,64,165,75,93,83,75,0,2,0,0,0,0
355,duskull,355,,8,150,59,448,1,duskull,3,,182,1,4,2,4,190,35,0,25,0,3,0,383,20,40,90,30,90,25,0,0,0,0,1,0
356,dusclops,356,,16,306,159,449,1,dusclops,3,355,182,1,12,2,4,90,35,0,25,0,3,0,384,40,70,130,60,130,25,0,0,1,0,1,0
357,tropius,357,,20,1000,161,451,1,tropius,3,,183,5,8,2,4,200,70,0,25,0,1,0,386,99,68,83,72,87,51,2,0,0,0,0,0
358,chimecho,358,,6,10,159,453,1,chimecho,3,433,184,2,4,3,4,45,70,0,25,0,3,0,388,75,50,80,95,90,65,0,0,0,1,1,0
359,absol,359,,12,470,163,454,1,absol,3,,185,9,8,4,4,30,35,0,25,0,4,1,389,65,130,60,75,60,75,0,2,0,0,0,0
10057,absol-mega,359,,12,490,198,455,0,absol,3,,185,9,8,4,4,30,35,0,25,0,4,1,389,65,150,60,115,60,115,0,2,0,0,0,0
361,snorunt,361,,7,168,60,456,1,snorunt,3,,186,4,12,1,4,190,70,0,20,0,2,0,390,50,50,50,50,50,50,1,0,0,0,0,0
362,glalie,362,,15,2565,168,457,1,glalie,3,361,186,4,1,1,4,75,70,0,20,0,2,1,391,80,80,80,80,80,80,2,0,0,0,0,0
10074,glalie-mega,362,,21,3502,203,458,0,glalie,3,361,186,4,1,1,4,75,70,0,20,0,2,1,391,80,120,80,120,80,100,2,0,0,0,0,0
363,spheal,363,,8,395,58,460,1,spheal,3,,187,2,3,7,4,255,70,0,20,0,4,0,393,70,40,50,55,50,25,1,0,0,0,0,0
364,sealeo,364,,11,876,144,461,1,sealeo,3,363,187,2,3,7,4,120,70,0,20,0,4,0,394,90,60,70,75,70,45,2,0,0,0,0,0
365,walrein,365,,14,1506,239,462,1,walrein,3,364,187,2,8,7,4,45,70,0,20,0,4,0,395,110,80,90,95,90,65,3,0,0,0,0,0
366,clamperl,366,,4,525,69,463,1,clamperl,3,,188,2,1,7,4,255,70,0,20,0,5,0,396,35,64,85,74,55,32,0,0,1,0,0,0
367,huntail,367,,17,270,170,464,1,huntail,3,366,188,2,2,7,4,60,70,0,20,0,5,0,397,55,104,105,94,75,52,0,1,1,0,0,0
368,gorebyss,368,,18,226,170,465,1,gorebyss,3,366,188,6,2,7,4,60,70,0,20,0,5,0,398,55,84,105,114,75,52,0,0,0,2,0,0
369,relicanth,369,,10,234,170,466,1,relicanth,3,,189,4,3,7,1,25,70,0,40,1,1,0,399,100,90,130,45,65,55,1,0,1,0,0,0
370,luvdisc,370,,6,87,116,467,1,luvdisc,3,,190,6,3,7,6,225,70,0,20,0,3,0,400,43,30,55,40,65,97,0,0,0,0,0,1
371,bagon,371,,6,421,60,468,1,bagon,3,,191,2,12,6,4,45,35,0,40,0,1,0,401,45,75,60,40,30,50,0,1,0,0,0,0
372,shelgon,372,,11,1105,147,469,1,shelgon,3,371,191,9,8,6,4,45,35,0,40,0,1,0,402,65,95,100,60,50,50,0,0,2,0,0,0
373,salamence,373,,15,1026,270,470,1,salamence,3,372,191,2,8,6,4,45,35,0,40,0,1,1,403,95,135,80,110,80,100,0,3,0,0,0,0
10089,salamence-mega,373,,18,1126,315,471,0,salamence,3,372,191,2,8,6,4,45,35,0,40,0,1,1,403,95,145,130,120,90,120,0,3,0,0,0,0
374,beldum,374,,6,952,60,472,1,beldum,3,,192,2,5,6,-1,3,35,0,40,0,1,0,404,40,55,80,35,60,30,0,0,1,0,0,0
375,metang,375,,12,2025,147,473,1,metang,3,374,192,2,4,6,-1,3,35,0,40,0,1,0,405,60,75,100,55,80,50,0,0,2,0,0,0
376,metagross,376,,16,5500,270,474,1,metagross,3,375,192,2,11,6,-1,3,35,0,40,0,1,1,406,80,135,130,95,90,70,0,0,3,0,0,0
10076,metagross-mega,376,,25,9429,315,475,0,metagross,3,375,192,2,11,6,-1,3,35,0,40,0,1,1,406,80,145,150,105,110,110,0,0,3,0,0,0
377,regirock,377,,17,2300,261,476,1,regirock,3,,193,3,12,1,-1,3,35,0,80,0,1,0,407,80,100,200,50,100,50,0,0,3,0,0,0
378,regice,378,,18,1750,261,477,1,regice,3,,194,2,12,1,-1,3,35,0,80,0,1,0,408,80,50,100,100,200,50,0,0,0,0,3,0
379,registeel,379,,19,2050,261,478,1,registeel,3,,195,4,12,1,-1,3,35,0,80,0,1,0,409,80,75,150,75,150,50,0,0,2,0,1,0
380,latias,380,,14,400,270,479,1,latias,3,,196,8,9,9,8,3,90,0,120,0,1,1,410,80,80,90,110,130,110,0,0,0,0,3,0
10062,latias-mega,380,,18,520,315,480,0,latias,3,,196,8,9,9,8,3,90,0,120,0,1,1,410,80,100,120,140,150,110,0,0,0,0,3,0
381,latios,381,,20,600,270,481,1,latios,3,,197,2,9,9,0,3,90,0,120,0,1,1,411,80,90,80,130,110,110,0,0,0,3,0,0
10063,latios-mega,381,,23,700,315,482,0,latios,3,,197,2,9,9,0,3,90,0,120,0,1,1,411,80,130,100,160,120,110,0,0,0,3,0,0
382,kyogre,382,,45,3520,302,483,1,kyogre,3,,198,2,3,7,-1,3,0,0,120,0,1,1,412,100,100,90,150,140,90,0,0,0,3,0,0
10077,kyogre-primal,382,173,98,4300,347,484,0,kyogre,3,,198,2,3,7,-1,3,0,0,120,0,1,1,412,100,150,90,180,160,90,0,0,0,3,0,0
383,groudon,383,188,35,9500,302,485,1,groudon,3,,199,8,6,6,-1,3,0,0,120,0,1,1,413,100,150,140,100,90,90,0,3,0,0,0,0
10078,groudon-primal,383,189,50,9997,347,486,0,groudon,3,,199,8,6,6,-1,3,0,0,120,0,1,1,413,100,180,160,150,90,90,0,3,0,0,0,0
384,rayquaza,384,193,70,2065,306,487,1,rayquaza,3,,200,5,2,5,-1,45,0,0,120,0,1,1,414,105,150,90,150,90,95,0,2,0,1,0,0
10079,rayquaza-mega,384,200,108,3920,351,488,0,rayquaza,3,,200,5,2,5,-1,45,0,0,120,0,1,1,414,105,180,100,180,100,115,0,2,0,1,0,0
385,jirachi,385,233,3,11,270,489,1,jirachi,3,,201,10,12,4,-1,3,100,0,120,0,1,0,415,100,100,100,100,100,100,3,0,0,0,0,0
386,deoxys-normal,386,,17,608,270,490,1,deoxys,3,,202,8,12,5,-1,3,0,0,120,0,1,1,416,50,150,50,150,50,150,0,1,0,1,0,1
10001,deoxys-attack,386,,17,608,270,491,0,deoxys,3,,202,8,12,5,-1,3,0,0,120,0,1,1,416,50,180,20,180,20,150,0,2,0,1,0,0
10002,deoxys-defense,386,,17,608,270,492,0,deoxys,3,,202,8,12,5,-1,3,0,0,120,0,1,1,416,50,70,160,70,160,90,0,0,2,0,1,0
10003,deoxys-speed,386,,17,608,270,493,0,deoxys,3,,202,8,12,5,-1,3,0,0,120,0,1,1,416,50,95,90,95,90,180,0,0,0,0,0,3
462,magnezone,462,,12,1800,241,120,1,magnezone,4,82,34,4,4,,-1,30,70,0,20,0,2,0,90,70,70,115,130,90,60,0,0,0,3,0,0
463,lickilicky,463,,17,1400,180,157,1,lickilicky,4,108,48,6,12,,4,30,70,0,20,0,2,0,120,110,85,95,80,95,50,3,0,0,0,0,0
464,rhyperior,464,,24,2828,241,162,1,rhyperior,4,112,50,4,6,,4,30,70,0,20,1,1,0,125,115,140,130,55,55,40,0,3,0,0,0,0
440,happiny,440,,6,244,110,163,1,happiny,4,,51,6,12,,8,130,140,1,40,0,3,0,126,100,5,5,15,65,30,1,0,0,0,0,0
465,tangrowth,465,,20,1286,187,167,1,tangrowth,4,114,52,2,12,,4,30,70,0,20,1,2,0,130,100,100,125,110,50,50,0,0,2,0,0,0
439,mime-jr,439,,6,130,62,177,1,mime-jr,4,,57,6,12,,4,145,70,1,25,0,2,0,139,20,25,45,70,90,60,0,0,0,0,1,0
466,electivire,466,,18,1386,243,186,1,electivire,4,125,60,10,6,,2,30,70,0,25,0,2,0,147,75,123,67,95,85,95,0,3,0,0,0,0
467,magmortar,467,,16,680,243,189,1,magmortar,4,126,61,8,6,,2,30,70,0,25,0,2,0,150,75,95,67,125,95,83,0,0,0,3,0,0
470,leafeon,470,,10,255,184,204,1,leafeon,4,133,67,5,8,,1,45,35,0,35,0,2,0,163,65,110,130,60,65,95,0,0,2,0,0,0
471,glaceon,471,,8,259,184,205,1,glaceon,4,133,67,2,8,,1,45,35,0,35,0,2,0,164,65,60,110,130,95,65,0,0,0,2,0,0
474,porygon-z,474,,9,340,241,209,1,porygon-z,4,233,68,8,4,,-1,30,70,0,20,0,2,0,168,85,80,70,135,75,90,0,0,0,3,0,0
446,munchlax,446,,6,1050,78,216,1,munchlax,4,,72,1,12,,1,50,70,1,40,0,1,0,174,135,85,40,40,85,5,1,0,0,0,0,0
468,togekiss,468,,15,380,245,249,1,togekiss,4,176,87,9,9,,1,30,70,0,10,0,3,0,205,85,50,95,120,115,80,0,0,0,2,1,0
438,bonsly,438,,5,150,58,259,1,bonsly,4,,91,3,7,,4,255,70,1,20,0,2,0,214,50,80,95,10,45,10,0,0,1,0,0,0
424,ambipom,424,,12,203,169,265,1,ambipom,4,190,93,7,6,,4,45,100,0,20,1,3,0,220,75,100,66,60,66,115,0,0,0,0,0,2
469,yanmega,469,,19,515,180,269,1,yanmega,4,193,95,5,13,,4,30,70,0,20,0,2,0,224,86,76,86,116,56,95,0,2,0,0,0,0
430,honchkrow,430,,9,273,177,273,1,honchkrow,4,198,97,1,9,,4,30,35,0,20,0,4,0,228,100,125,52,105,52,71,0,2,0,0,0,0
429,mismagius,429,,9,44,173,275,1,mismagius,4,200,98,7,1,,4,45,35,0,25,0,3,0,230,60,60,60,105,105,105,0,0,0,1,1,0
472,gliscor,472,,20,425,179,284,1,gliscor,4,207,104,7,9,,4,30,70,0,20,0,4,0,239,75,95,125,45,75,95,0,0,2,0,0,0
461,weavile,461,,11,340,179,292,1,weavile,4,215,109,1,6,,4,45,35,0,20,1,4,0,246,70,120,65,45,85,125,0,1,0,0,0,1
473,mamoswine,473,,25,2910,239,299,1,mamoswine,4,221,112,3,8,,4,50,70,0,20,1,1,0,253,110,130,80,70,60,80,0,3,0,0,0,0
458,mantyke,458,,10,650,69,304,1,mantyke,4,,116,2,9,,4,25,70,1,25,0,1,0,258,45,20,50,60,120,50,0,0,0,0,1,0
475,gallade,475,,16,520,233,360,1,gallade,4,281,140,9,12,,0,45,35,0,20,0,1,1,308,68,125,65,65,115,80,0,3,0,0,0,0
10068,gallade-mega,475,,16,564,278,361,0,gallade,4,281,140,9,12,,0,45,35,0,20,0,1,1,308,68,165,95,65,115,110,0,3,0,0,0,0
476,probopass,476,,14,3400,184,378,1,probopass,4,299,147,4,11,,4,60,70,0,20,0,2,0,325,60,55,145,75,150,40,0,0,1,0,2,0
406,budew,406,,2,12,56,399,1,budew,4,,158,5,12,,4,255,70,1,20,0,4,0,341,40,30,35,50,70,55,0,0,0,1,0,0
407,roserade,407,,9,145,232,401,1,roserade,4,315,158,5,12,,4,75,70,0,20,1,4,0,343,60,70,65,125,105,90,0,0,0,3,0,0
477,dusknoir,477,,22,1066,236,450,1,dusknoir,4,356,182,1,4,,4,45,35,0,25,0,3,0,385,45,100,135,65,135,45,0,0,1,0,2,0
433,chingling,433,,2,6,57,452,1,chingling,4,,184,10,12,,4,120,70,1,25,0,3,0,387,45,30,50,65,50,45,0,0,0,1,0,0
478,froslass,478,,13,266,168,459,1,froslass,4,361,186,9,4,,8,75,70,0,20,0,2,0,392,70,80,70,80,70,110,0,0,0,0,0,2
387,turtwig,387,,4,102,64,494,1,turtwig,4,,203,5,8,,1,45,70,0,20,0,4,0,417,55,68,64,45,55,31,0,1,0,0,0,0
388,grotle,388,,11,970,142,495,1,grotle,4,387,203,5,8,,1,45,70,0,20,0,4,0,418,75,89,85,55,65,36,0,1,1,0,0,0
389,torterra,389,,22,3100,236,496,1,torterra,4,388,203,5,8,,1,45,70,0,20,0,4,0,419,95,109,105,75,85,56,0,2,1,0,0,0
390,chimchar,390,,5,62,62,497,1,chimchar,4,,204,3,6,,1,45,70,0,20,0,4,0,420,44,58,44,58,44,61,0,0,0,0,0,1
391,monferno,391,,9,220,142,498,1,monferno,4,390,204,3,6,,1,45,70,0,20,0,4,0,421,64,78,52,78,52,81,0,0,0,1,0,1
392,infernape,392,,12,550,240,499,1,infernape,4,391,204,3,6,,1,45,70,0,20,0,4,0,422,76,104,71,104,71,108,0,1,0,1,0,1
393,piplup,393,,4,52,63,500,1,piplup,4,,205,2,12,,1,45,70,0,20,0,4,0,423,53,51,53,61,56,40,0,0,0,1,0,0
394,prinplup,394,,8,230,142,501,1,prinplup,4,393,205,2,6,,1,45,70,0,20,0,4,0,424,64,66,68,81,76,50,0,0,0,2,0,0
395,empoleon,395,,17,845,239,502,1,empoleon,4,394,205,2,6,,1,45,70,0,20,0,4,0,425,84,86,88,111,101,60,0,0,0,3,0,0
396,starly,396,,3,20,49,503,1,starly,4,,206,3,9,,4,255,70,0,15,1,4,0,426,40,55,30,30,30,60,0,0,0,0,0,1
397,staravia,397,,6,155,119,504,1,staravia,4,396,206,3,9,,4,120,70,0,15,1,4,0,427,55,75,50,40,40,80,0,0,0,0,0,2
398,staraptor,398,,12,249,218,505,1,staraptor,4,397,206,3,9,,4,45,70,0,15,1,4,0,428,85,120,70,50,60,100,0,3,0,0,0,0
399,bidoof,399,,5,200,50,506,1,bidoof,4,,207,3,8,,4,255,70,0,15,1,2,0,429,59,45,40,35,40,31,1,0,0,0,0,0
400,bibarel,400,,10,315,144,507,1,bibarel,4,399,207,3,6,,4,127,70,0,15,1,2,0,430,79,85,60,55,60,71,0,2,0,0,0,0
401,kricketot,401,,3,22,39,508,1,kricketot,4,,208,8,12,,4,255,70,0,15,1,4,0,431,37,25,41,25,41,25,0,0,1,0,0,0
402,kricketune,402,,10,255,134,509,1,kricketune,4,401,208,8,13,,4,45,70,0,15,1,4,0,432,77,85,51,55,51,65,0,2,0,0,0,0
403,shinx,403,,5,95,53,510,1,shinx,4,,209,2,8,,4,235,70,0,20,1,4,0,433,45,65,34,40,34,45,0,1,0,0,0,0
404,luxio,404,,9,305,127,511,1,luxio,4,403,209,2,8,,4,120,100,0,20,1,4,0,434,60,85,49,60,49,60,0,2,0,0,0,0
405,luxray,405,,14,420,235,512,1,luxray,4,404,209,2,8,,4,45,70,0,20,1,4,0,435,80,120,79,95,79,70,0,3,0,0,0,0
408,cranidos,408,,9,315,70,513,1,cranidos,4,,211,2,6,,1,45,70,0,30,0,5,0,436,67,125,40,30,30,58,0,1,0,0,0,0
409,rampardos,409,,16,1025,173,514,1,rampardos,4,408,211,2,6,,1,45,70,0,30,0,5,0,437,97,165,60,65,50,58,0,2,0,0,0,0
