individual_id,species_id,pokemon_id,identifier,identifier_species,has_gender_differences,gender_rate,gender,height,height_meters,height_ft,individual_height_ft,weight,weight_kg,weight_lbs,individual_weight_lbs,base_exp,order,forms_switchable,is_default,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,capture_rate,base_happiness,is_baby,hatch_counter,growth_rate_id,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
4269,335,335,zangoose,zangoose,0,4,male,13,1.3,3.937,4.03,403,40.3,88.8,90.85,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
1137,335,335,zangoose,zangoose,0,4,male,13,1.3,3.937,3.82,403,40.3,88.8,86.14,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
2233,335,335,zangoose,zangoose,0,4,female,13,1.3,3.937,3.92,403,40.3,88.8,88.33,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
3963,335,335,zangoose,zangoose,0,4,female,13,1.3,3.937,3.91,403,40.3,88.8,88.26,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
4790,335,335,zangoose,zangoose,0,4,male,13,1.3,3.937,3.95,403,40.3,88.8,89.16,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
1627,335,335,zangoose,zangoose,0,4,female,13,1.3,3.937,3.87,403,40.3,88.8,87.29,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
2096,335,335,zangoose,zangoose,0,4,female,13,1.3,3.937,4.02,403,40.3,88.8,90.67,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
2072,335,335,zangoose,zangoose,0,4,male,13,1.3,3.937,3.83,403,40.3,88.8,86.41,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
4866,335,335,zangoose,zangoose,0,4,female,13,1.3,3.937,4.17,403,40.3,88.8,94.15,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
2886,335,335,zangoose,zangoose,0,4,male,13,1.3,3.937,3.90,403,40.3,88.8,87.94,160,424,0,1,3,NA,169,9,6,3,90,70,0,20,5,363,73,115,60,60,60,90,0,2,0,0,0,0
3548,336,336,seviper,seviper,0,4,male,27,2.7,8.176,8.03,525,52.5,115.7,113.68,160,425,0,1,3,NA,170,1,2,3,90,70,0,20,6,364,73,100,60,100,60,65,0,1,0,1,0,0
3499,336,336,seviper,seviper,0,4,male,27,2.7,8.176,7.95,525,52.5,115.7,112.45,160,425,0,1,3,NA,170,1,2,3,90,70,0,20,6,364,73,100,60,100,60,65,0,1,0,1,0,0
4611,336,336,seviper,seviper,0,4,male,27,2.7,8.176,8.09,525,52.5,115.7,114.45,160,425,0,1,3,NA,170,1,2,3,90,70,0,20,6,364,73,100,60,100,60,65,0,1,0,1,0,0
4342,336,336,seviper,seviper,0,4,female,27,2.7,8.176,8.28,525,52.5,115.7,117.17,160,425,0,1,3,NA,170,1,2,3,90,70,0,20,6,364,73,100,60,100,60,65,0,1,0,1,0,0
736,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,3.08,1680,168,370.4,376.88,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
3152,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,3.05,1680,168,370.4,372.85,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
3484,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,3.08,1680,168,370.4,376.27,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
838,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,3.03,1680,168,370.4,370.52,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
1512,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,2.90,1680,168,370.4,354.99,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
1063,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,2.99,1680,168,370.4,366.24,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
765,337,337,lunatone,lunatone,0,-1,no gender,10,1,3.028,3.12,1680,168,370.4,381.16,161,426,0,1,3,NA,171,10,1,1,45,70,0,25,3,365,90,55,65,95,85,70,0,0,0,2,0,0
4808,338,338,solrock,solrock,0,-1,no gender,12,1.2,3.634,3.85,1540,154,339.5,359.49,161,427,0,1,3,NA,172,8,1,1,45,70,0,25,3,366,90,95,85,55,65,70,0,2,0,0,0,0
3167,338,338,solrock,solrock,0,-1,no gender,12,1.2,3.634,3.73,1540,154,339.5,348.00,161,427,0,1,3,NA,172,8,1,1,45,70,0,25,3,366,90,95,85,55,65,70,0,2,0,0,0,0
2287,339,339,barboach,barboach,0,4,female,4,0.4,1.211,1.12,19,1.9,4.2,3.87,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
877,339,339,barboach,barboach,0,4,male,4,0.4,1.211,1.29,19,1.9,4.2,4.46,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
88,339,339,barboach,barboach,0,4,female,4,0.4,1.211,1.16,19,1.9,4.2,4.03,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
237,339,339,barboach,barboach,0,4,male,4,0.4,1.211,1.13,19,1.9,4.2,3.91,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
4828,339,339,barboach,barboach,0,4,male,4,0.4,1.211,1.25,19,1.9,4.2,4.35,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
4847,339,339,barboach,barboach,0,4,male,4,0.4,1.211,1.10,19,1.9,4.2,3.83,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
2249,339,339,barboach,barboach,0,4,female,4,0.4,1.211,1.24,19,1.9,4.2,4.29,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
1962,339,339,barboach,barboach,0,4,male,4,0.4,1.211,1.31,19,1.9,4.2,4.55,58,428,0,1,3,NA,173,4,3,9,190,70,0,20,2,367,50,48,43,46,41,60,1,0,0,0,0,0
4332,340,340,whiscash,whiscash,0,4,female,9,0.9,2.725,2.71,236,23.6,52,51.68,164,429,0,1,3,339,173,2,3,9,75,70,0,20,2,368,110,78,73,76,71,60,2,0,0,0,0,0
2161,341,341,corphish,corphish,0,4,female,6,0.6,1.817,1.69,115,11.5,25.4,23.65,62,430,0,1,3,NA,174,8,14,9,205,70,0,15,6,369,43,80,65,50,35,35,0,1,0,0,0,0
2714,341,341,corphish,corphish,0,4,male,6,0.6,1.817,1.96,115,11.5,25.4,27.39,62,430,0,1,3,NA,174,8,14,9,205,70,0,15,6,369,43,80,65,50,35,35,0,1,0,0,0,0
4761,341,341,corphish,corphish,0,4,male,6,0.6,1.817,1.98,115,11.5,25.4,27.66,62,430,0,1,3,NA,174,8,14,9,205,70,0,15,6,369,43,80,65,50,35,35,0,1,0,0,0,0
2771,341,341,corphish,corphish,0,4,female,6,0.6,1.817,1.80,115,11.5,25.4,25.20,62,430,0,1,3,NA,174,8,14,9,205,70,0,15,6,369,43,80,65,50,35,35,0,1,0,0,0,0
3479,341,341,corphish,corphish,0,4,female,6,0.6,1.817,1.80,115,11.5,25.4,25.18,62,430,0,1,3,NA,174,8,14,9,205,70,0,15,6,369,43,80,65,50,35,35,0,1,0,0,0,0
2273,341,341,corphish,corphish,0,4,female,6,0.6,1.817,1.70,115,11.5,25.4,23.78,62,430,0,1,3,NA,174,8,14,9,205,70,0,15,6,369,43,80,65,50,35,35,0,1,0,0,0,0
746,342,342,crawdaunt,crawdaunt,0,4,male,11,1.1,3.331,3.28,328,32.8,72.3,71.13,164,431,0,1,3,341,174,8,14,9,155,70,0,15,6,370,63,120,85,90,55,55,0,2,0,0,0,0
1953,342,342,crawdaunt,crawdaunt,0,4,male,11,1.1,3.331,3.46,328,32.8,72.3,75.19,164,431,0,1,3,341,174,8,14,9,155,70,0,15,6,370,63,120,85,90,55,55,0,2,0,0,0,0
1419,342,342,crawdaunt,crawdaunt,0,4,male,11,1.1,3.331,3.36,328,32.8,72.3,72.95,164,431,0,1,3,341,174,8,14,9,155,70,0,15,6,370,63,120,85,90,55,55,0,2,0,0,0,0
409,342,342,crawdaunt,crawdaunt,0,4,female,11,1.1,3.331,3.46,328,32.8,72.3,75.12,164,431,0,1,3,341,174,8,14,9,155,70,0,15,6,370,63,120,85,90,55,55,0,2,0,0,0,0
3050,342,342,crawdaunt,crawdaunt,0,4,male,11,1.1,3.331,3.31,328,32.8,72.3,71.74,164,431,0,1,3,341,174,8,14,9,155,70,0,15,6,370,63,120,85,90,55,55,0,2,0,0,0,0
216,344,344,claydol,claydol,0,-1,no gender,15,1.5,4.542,4.50,1080,108,238.1,235.90,175,433,0,1,3,343,175,1,4,6,90,70,0,20,2,372,60,70,105,70,120,75,0,0,0,0,2,0
2833,345,345,lileep,lileep,0,1,male,10,1,3.028,2.94,238,23.8,52.5,51.04,71,434,0,1,3,NA,176,7,5,7,45,70,0,30,5,373,66,41,77,61,87,23,0,0,0,0,1,0
1649,345,345,lileep,lileep,0,1,female,10,1,3.028,3.01,238,23.8,52.5,52.14,71,434,0,1,3,NA,176,7,5,7,45,70,0,30,5,373,66,41,77,61,87,23,0,0,0,0,1,0
883,345,345,lileep,lileep,0,1,male,10,1,3.028,3.04,238,23.8,52.5,52.76,71,434,0,1,3,NA,176,7,5,7,45,70,0,30,5,373,66,41,77,61,87,23,0,0,0,0,1,0
1516,345,345,lileep,lileep,0,1,male,10,1,3.028,3.24,238,23.8,52.5,56.21,71,434,0,1,3,NA,176,7,5,7,45,70,0,30,5,373,66,41,77,61,87,23,0,0,0,0,1,0
4783,346,346,cradily,cradily,0,1,female,15,1.5,4.542,4.64,604,60.4,133.2,135.96,173,435,0,1,3,345,176,5,5,7,45,70,0,30,5,374,86,81,97,81,107,43,0,0,0,0,2,0
11,346,346,cradily,cradily,0,1,female,15,1.5,4.542,4.45,604,60.4,133.2,130.56,173,435,0,1,3,345,176,5,5,7,45,70,0,30,5,374,86,81,97,81,107,43,0,0,0,0,2,0
162,346,346,cradily,cradily,0,1,female,15,1.5,4.542,4.60,604,60.4,133.2,134.87,173,435,0,1,3,345,176,5,5,7,45,70,0,30,5,374,86,81,97,81,107,43,0,0,0,0,2,0
2747,346,346,cradily,cradily,0,1,female,15,1.5,4.542,4.44,604,60.4,133.2,130.06,173,435,0,1,3,345,176,5,5,7,45,70,0,30,5,374,86,81,97,81,107,43,0,0,0,0,2,0
1022,346,346,cradily,cradily,0,1,male,15,1.5,4.542,4.58,604,60.4,133.2,134.31,173,435,0,1,3,345,176,5,5,7,45,70,0,30,5,374,86,81,97,81,107,43,0,0,0,0,2,0
304,346,346,cradily,cradily,0,1,female,15,1.5,4.542,4.54,604,60.4,133.2,133.08,173,435,0,1,3,345,176,5,5,7,45,70,0,30,5,374,86,81,97,81,107,43,0,0,0,0,2,0
3464,347,347,anorith,anorith,0,1,male,7,0.7,2.12,1.96,125,12.5,27.6,25.52,71,436,0,1,3,NA,177,4,14,9,45,70,0,30,5,375,45,95,50,40,50,75,0,1,0,0,0,0
632,347,347,anorith,anorith,0,1,female,7,0.7,2.12,2.31,125,12.5,27.6,30.06,71,436,0,1,3,NA,177,4,14,9,45,70,0,30,5,375,45,95,50,40,50,75,0,1,0,0,0,0
2503,347,347,anorith,anorith,0,1,female,7,0.7,2.12,2.07,125,12.5,27.6,26.96,71,436,0,1,3,NA,177,4,14,9,45,70,0,30,5,375,45,95,50,40,50,75,0,1,0,0,0,0
3327,347,347,anorith,anorith,0,1,male,7,0.7,2.12,2.11,125,12.5,27.6,27.42,71,436,0,1,3,NA,177,4,14,9,45,70,0,30,5,375,45,95,50,40,50,75,0,1,0,0,0,0
1890,347,347,anorith,anorith,0,1,female,7,0.7,2.12,2.18,125,12.5,27.6,28.43,71,436,0,1,3,NA,177,4,14,9,45,70,0,30,5,375,45,95,50,40,50,75,0,1,0,0,0,0
3330,347,347,anorith,anorith,0,1,female,7,0.7,2.12,1.89,125,12.5,27.6,24.54,71,436,0,1,3,NA,177,4,14,9,45,70,0,30,5,375,45,95,50,40,50,75,0,1,0,0,0,0
2191,348,348,armaldo,armaldo,0,1,male,15,1.5,4.542,4.47,682,68.2,150.4,148.05,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
3745,348,348,armaldo,armaldo,0,1,male,15,1.5,4.542,4.54,682,68.2,150.4,150.40,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
1493,348,348,armaldo,armaldo,0,1,male,15,1.5,4.542,4.53,682,68.2,150.4,149.87,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
78,348,348,armaldo,armaldo,0,1,male,15,1.5,4.542,4.65,682,68.2,150.4,153.91,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
766,348,348,armaldo,armaldo,0,1,female,15,1.5,4.542,4.60,682,68.2,150.4,152.15,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
1267,348,348,armaldo,armaldo,0,1,female,15,1.5,4.542,4.45,682,68.2,150.4,147.49,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
3489,348,348,armaldo,armaldo,0,1,male,15,1.5,4.542,4.57,682,68.2,150.4,151.16,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
491,348,348,armaldo,armaldo,0,1,female,15,1.5,4.542,4.64,682,68.2,150.4,153.48,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
260,348,348,armaldo,armaldo,0,1,male,15,1.5,4.542,4.33,682,68.2,150.4,143.48,173,437,0,1,3,347,177,4,6,9,45,70,0,30,5,376,75,125,100,70,80,45,0,2,0,0,0,0
507,349,349,feebas,feebas,0,4,male,6,0.6,1.817,1.96,74,7.4,16.3,17.54,40,438,0,1,3,NA,178,3,3,9,255,70,0,20,5,377,20,15,20,10,55,80,0,0,0,0,0,1
3458,349,349,feebas,feebas,0,4,female,6,0.6,1.817,1.54,74,7.4,16.3,13.84,40,438,0,1,3,NA,178,3,3,9,255,70,0,20,5,377,20,15,20,10,55,80,0,0,0,0,0,1
1091,349,349,feebas,feebas,0,4,male,6,0.6,1.817,1.82,74,7.4,16.3,16.29,40,438,0,1,3,NA,178,3,3,9,255,70,0,20,5,377,20,15,20,10,55,80,0,0,0,0,0,1
4325,349,349,feebas,feebas,0,4,female,6,0.6,1.817,1.94,74,7.4,16.3,17.43,40,438,0,1,3,NA,178,3,3,9,255,70,0,20,5,377,20,15,20,10,55,80,0,0,0,0,0,1
2133,349,349,feebas,feebas,0,4,male,6,0.6,1.817,1.83,74,7.4,16.3,16.37,40,438,0,1,3,NA,178,3,3,9,255,70,0,20,5,377,20,15,20,10,55,80,0,0,0,0,0,1
534,349,349,feebas,feebas,0,4,male,6,0.6,1.817,1.55,74,7.4,16.3,13.93,40,438,0,1,3,NA,178,3,3,9,255,70,0,20,5,377,20,15,20,10,55,80,0,0,0,0,0,1
1980,350,350,milotic,milotic,1,4,male,62,6.2,18.774,18.81,1620,162,357.1,357.82,189,439,0,1,3,349,178,6,2,9,60,70,0,20,5,378,95,60,79,100,125,81,0,0,0,0,2,0
2382,350,350,milotic,milotic,1,4,female,62,6.2,18.774,18.84,1620,162,357.1,358.41,189,439,0,1,3,349,178,6,2,9,60,70,0,20,5,378,95,60,79,100,125,81,0,0,0,0,2,0
4798,350,350,milotic,milotic,1,4,male,62,6.2,18.774,18.73,1620,162,357.1,356.28,189,439,0,1,3,349,178,6,2,9,60,70,0,20,5,378,95,60,79,100,125,81,0,0,0,0,2,0
4721,350,350,milotic,milotic,1,4,male,62,6.2,18.774,18.68,1620,162,357.1,355.25,189,439,0,1,3,349,178,6,2,9,60,70,0,20,5,378,95,60,79,100,125,81,0,0,0,0,2,0
1767,350,350,milotic,milotic,1,4,female,62,6.2,18.774,18.84,1620,162,357.1,358.39,189,439,0,1,3,349,178,6,2,9,60,70,0,20,5,378,95,60,79,100,125,81,0,0,0,0,2,0
2678,351,351,castform,castform,0,4,male,3,0.3,0.908,0.86,8,0.8,1.8,1.71,147,440,1,1,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
2888,351,351,castform,castform,0,4,male,3,0.3,0.908,1.10,8,0.8,1.8,2.17,147,440,1,1,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
412,351,351,castform,castform,0,4,female,3,0.3,0.908,0.85,8,0.8,1.8,1.68,147,440,1,1,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
1146,351,351,castform,castform,0,4,male,3,0.3,0.908,1.03,8,0.8,1.8,2.05,147,440,1,1,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
1647,351,10013,castform-sunny,castform,0,4,male,3,0.3,0.908,0.95,8,0.8,1.8,1.88,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
2980,351,10013,castform-sunny,castform,0,4,female,3,0.3,0.908,1.05,8,0.8,1.8,2.08,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
4789,351,10013,castform-sunny,castform,0,4,male,3,0.3,0.908,0.90,8,0.8,1.8,1.78,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
783,351,10013,castform-sunny,castform,0,4,female,3,0.3,0.908,0.94,8,0.8,1.8,1.86,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
3676,351,10013,castform-sunny,castform,0,4,female,3,0.3,0.908,1.16,8,0.8,1.8,2.31,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
1382,351,10013,castform-sunny,castform,0,4,male,3,0.3,0.908,1.03,8,0.8,1.8,2.04,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
3232,351,10013,castform-sunny,castform,0,4,male,3,0.3,0.908,0.93,8,0.8,1.8,1.84,147,441,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
4801,351,10014,castform-rainy,castform,0,4,male,3,0.3,0.908,0.90,8,0.8,1.8,1.79,147,442,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
1011,351,10014,castform-rainy,castform,0,4,female,3,0.3,0.908,0.96,8,0.8,1.8,1.90,147,442,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
930,351,10014,castform-rainy,castform,0,4,male,3,0.3,0.908,0.90,8,0.8,1.8,1.78,147,442,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
3089,351,10014,castform-rainy,castform,0,4,male,3,0.3,0.908,1.07,8,0.8,1.8,2.11,147,442,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
1943,351,10015,castform-snowy,castform,0,4,male,3,0.3,0.908,0.98,8,0.8,1.8,1.94,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
3709,351,10015,castform-snowy,castform,0,4,female,3,0.3,0.908,1.06,8,0.8,1.8,2.10,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
102,351,10015,castform-snowy,castform,0,4,female,3,0.3,0.908,0.89,8,0.8,1.8,1.76,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
38,351,10015,castform-snowy,castform,0,4,female,3,0.3,0.908,0.99,8,0.8,1.8,1.96,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
3924,351,10015,castform-snowy,castform,0,4,female,3,0.3,0.908,0.79,8,0.8,1.8,1.56,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
215,351,10015,castform-snowy,castform,0,4,male,3,0.3,0.908,0.74,8,0.8,1.8,1.47,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
2963,351,10015,castform-snowy,castform,0,4,female,3,0.3,0.908,0.96,8,0.8,1.8,1.89,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
3179,351,10015,castform-snowy,castform,0,4,male,3,0.3,0.908,1.10,8,0.8,1.8,2.18,147,443,1,0,3,NA,179,4,1,3,45,70,0,25,2,379,70,70,70,70,70,70,1,0,0,0,0,0
1489,352,352,kecleon,kecleon,0,4,male,10,1,3.028,3.03,220,22,48.5,48.48,154,444,0,1,3,NA,180,5,6,2,200,70,0,20,4,380,60,90,70,60,120,40,0,0,0,0,1,0
1608,352,352,kecleon,kecleon,0,4,male,10,1,3.028,2.94,220,22,48.5,47.01,154,444,0,1,3,NA,180,5,6,2,200,70,0,20,4,380,60,90,70,60,120,40,0,0,0,0,1,0
1367,353,353,shuppet,shuppet,0,4,male,6,0.6,1.817,1.76,23,2.3,5.1,4.95,59,445,0,1,3,NA,181,1,1,8,225,35,0,25,3,381,44,75,35,63,33,45,0,1,0,0,0,0
4863,353,353,shuppet,shuppet,0,4,female,6,0.6,1.817,1.64,23,2.3,5.1,4.61,59,445,0,1,3,NA,181,1,1,8,225,35,0,25,3,381,44,75,35,63,33,45,0,1,0,0,0,0
4676,353,353,shuppet,shuppet,0,4,male,6,0.6,1.817,1.89,23,2.3,5.1,5.31,59,445,0,1,3,NA,181,1,1,8,225,35,0,25,3,381,44,75,35,63,33,45,0,1,0,0,0,0
192,353,353,shuppet,shuppet,0,4,male,6,0.6,1.817,1.82,23,2.3,5.1,5.11,59,445,0,1,3,NA,181,1,1,8,225,35,0,25,3,381,44,75,35,63,33,45,0,1,0,0,0,0
51,353,353,shuppet,shuppet,0,4,male,6,0.6,1.817,2.07,23,2.3,5.1,5.81,59,445,0,1,3,NA,181,1,1,8,225,35,0,25,3,381,44,75,35,63,33,45,0,1,0,0,0,0
676,354,354,banette,banette,0,4,male,11,1.1,3.331,3.28,125,12.5,27.6,27.17,159,446,1,1,3,353,181,1,6,8,45,35,0,25,3,382,64,115,65,83,63,65,0,2,0,0,0,0
2634,354,354,banette,banette,0,4,male,11,1.1,3.331,3.37,125,12.5,27.6,27.95,159,446,1,1,3,353,181,1,6,8,45,35,0,25,3,382,64,115,65,83,63,65,0,2,0,0,0,0
4391,354,354,banette,banette,0,4,female,11,1.1,3.331,3.34,125,12.5,27.6,27.69,159,446,1,1,3,353,181,1,6,8,45,35,0,25,3,382,64,115,65,83,63,65,0,2,0,0,0,0
785,354,10056,banette-mega,banette,0,4,male,12,1.2,3.634,3.77,130,13,28.7,29.75,194,447,1,0,3,353,181,1,6,8,45,35,0,25,3,382,64,165,75,93,83,75,0,2,0,0,0,0
4541,354,10056,banette-mega,banette,0,4,male,12,1.2,3.634,3.75,130,13,28.7,29.58,194,447,1,0,3,353,181,1,6,8,45,35,0,25,3,382,64,165,75,93,83,75,0,2,0,0,0,0
4671,354,10056,banette-mega,banette,0,4,female,12,1.2,3.634,3.54,130,13,28.7,27.96,194,447,1,0,3,353,181,1,6,8,45,35,0,25,3,382,64,165,75,93,83,75,0,2,0,0,0,0
957,354,10056,banette-mega,banette,0,4,female,12,1.2,3.634,3.63,130,13,28.7,28.68,194,447,1,0,3,353,181,1,6,8,45,35,0,25,3,382,64,165,75,93,83,75,0,2,0,0,0,0
387,354,10056,banette-mega,banette,0,4,male,12,1.2,3.634,3.49,130,13,28.7,27.55,194,447,1,0,3,353,181,1,6,8,45,35,0,25,3,382,64,165,75,93,83,75,0,2,0,0,0,0
4208,355,355,duskull,duskull,0,4,female,8,0.8,2.422,2.31,150,15,33.1,31.54,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
4443,355,355,duskull,duskull,0,4,male,8,0.8,2.422,2.42,150,15,33.1,33.13,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
1185,355,355,duskull,duskull,0,4,male,8,0.8,2.422,2.48,150,15,33.1,33.95,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
581,355,355,duskull,duskull,0,4,female,8,0.8,2.422,2.63,150,15,33.1,35.93,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
976,355,355,duskull,duskull,0,4,male,8,0.8,2.422,2.41,150,15,33.1,32.94,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
3351,355,355,duskull,duskull,0,4,male,8,0.8,2.422,2.37,150,15,33.1,32.43,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
3835,355,355,duskull,duskull,0,4,female,8,0.8,2.422,2.55,150,15,33.1,34.78,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
727,355,355,duskull,duskull,0,4,female,8,0.8,2.422,2.49,150,15,33.1,34.00,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
2648,355,355,duskull,duskull,0,4,female,8,0.8,2.422,2.43,150,15,33.1,33.21,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
4795,355,355,duskull,duskull,0,4,female,8,0.8,2.422,2.40,150,15,33.1,32.83,59,448,0,1,3,NA,182,1,4,2,190,35,0,25,3,383,20,40,90,30,90,25,0,0,0,0,1,0
4064,356,356,dusclops,dusclops,0,4,male,16,1.6,4.845,4.83,306,30.6,67.5,67.22,159,449,0,1,3,355,182,1,12,2,90,35,0,25,3,384,40,70,130,60,130,25,0,0,1,0,1,0
